transaction_id,customer_id,product_id,date,quantity,price_per_unit,name,gender,age,location,product_name,category,cost_per_unit,total_amount,total_cost,profit,month
T0182,C050,P005,2023-05-27,2,25.39,Carol Martin,M,37,Norrischester,Tool Z,Outdoors,15.0,50.78,30.0,20.78,2023-05
T0183,C025,P003,2023-01-22,1,9.55,Theresa Smith,F,50,Sylviastad,Gadget X,Home,5.0,9.55,5.0,4.550000000000001,2023-01
T0184,C006,P004,2023-09-28,4,12.0,Clinton Fuentes,M,38,Lake Josephberg,Gadget Y,Home,8.0,48.0,32.0,16.0,2023-09
T0185,C001,P005,2023-08-27,2,29.2,Paula Hall,M,56,Alexiston,Tool Z,Outdoors,15.0,58.4,30.0,28.4,2023-08
T0186,C069,P002,2023-04-20,4,22.62,Matthew Ortiz,M,43,Port Cherylmouth,Widget B,Electronics,12.0,90.48,48.0,42.480000000000004,2023-04
T0187,C047,P004,2023-02-04,1,13.98,Katherine Espinoza,F,26,South Gary,Gadget Y,Home,8.0,13.98,8.0,5.98,2023-02
T0188,C009,P003,2023-04-11,4,6.28,Laurie Sparks,F,40,South Robert,Gadget X,Home,5.0,25.12,20.0,5.120000000000001,2023-04
T0189,C080,P003,2023-10-29,3,9.78,Dylan Wright,F,57,Lake Ericfurt,Gadget X,Home,5.0,29.339999999999996,15.0,14.339999999999996,2023-10
T0190,C085,P001,2023-12-06,4,11.68,Heather Anderson,M,64,Suzanneside,Widget A,Electronics,7.0,46.72,28.0,18.72,2023-12
T0191,C093,P003,2023-04-16,3,9.2,Patrick Wood,M,62,New Devin,Gadget X,Home,5.0,27.599999999999998,15.0,12.599999999999998,2023-04
T0192,C065,P003,2023-04-25,4,7.55,Sherry Stewart,F,59,Jordanburgh,Gadget X,Home,5.0,30.2,20.0,10.2,2023-04
T0193,C086,P004,2023-11-26,4,10.42,Isaac Doyle,F,41,Gardnermouth,Gadget Y,Home,8.0,41.68,32.0,9.68,2023-11
T0194,C042,P004,2023-10-22,1,13.09,Christopher Hodges,F,56,North Heather,Gadget Y,Home,8.0,13.09,8.0,5.09,2023-10
T0195,C090,P003,2023-01-02,1,8.5,Mr. Johnathan Stone MD,M,58,Abbottmouth,Gadget X,Home,5.0,8.5,5.0,3.5,2023-01
T0196,C071,P002,2023-04-14,1,23.63,Ann Stewart,M,51,Cannonshire,Widget B,Electronics,12.0,23.63,12.0,11.629999999999999,2023-04
T0197,C025,P004,2023-10-16,2,10.92,Theresa Smith,F,50,Sylviastad,Gadget Y,Home,8.0,21.84,16.0,5.84,2023-10
T0198,C086,P004,2023-08-25,1,10.04,Isaac Doyle,F,41,Gardnermouth,Gadget Y,Home,8.0,10.04,8.0,2.039999999999999,2023-08
T0199,C087,P002,2023-11-26,3,18.02,Margaret Morales,F,43,West Michaela,Widget B,Electronics,12.0,54.06,36.0,18.060000000000002,2023-11
T0200,C079,P005,2023-04-19,1,19.13,Joseph Collins DVM,F,40,Frostville,Tool Z,Outdoors,15.0,19.13,15.0,4.129999999999999,2023-04
T0201,C039,P004,2023-03-19,3,11.75,Jesus Dawson,F,24,New Jasmine,Gadget Y,Home,8.0,35.25,24.0,11.25,2023-03
T0202,C071,P001,2023-11-04,2,10.19,Ann Stewart,M,51,Cannonshire,Widget A,Electronics,7.0,20.38,14.0,6.379999999999999,2023-11
T0203,C039,P003,2023-09-05,2,8.73,Jesus Dawson,F,24,New Jasmine,Gadget X,Home,5.0,17.46,10.0,7.460000000000001,2023-09
T0204,C027,P004,2023-12-13,2,14.81,Jennifer Black,M,39,Gibsonmouth,Gadget Y,Home,8.0,29.62,16.0,13.620000000000001,2023-12
T0205,C075,P005,2023-11-14,1,23.95,Sean Mckenzie,M,48,Danielborough,Tool Z,Outdoors,15.0,23.95,15.0,8.95,2023-11
T0206,C084,P003,2023-12-05,2,8.79,Toni Nixon,M,35,South Deborahburgh,Gadget X,Home,5.0,17.58,10.0,7.579999999999998,2023-12
T0207,C060,P004,2023-01-21,1,15.59,Valerie Jones,M,53,New Alexander,Gadget Y,Home,8.0,15.59,8.0,7.59,2023-01
T0208,C057,P002,2023-09-16,4,21.46,Mrs. Patricia Williams,F,52,Reevesfurt,Widget B,Electronics,12.0,85.84,48.0,37.84,2023-09
T0209,C066,P004,2023-11-11,1,15.79,Ronald Williams,F,21,Conleyburgh,Gadget Y,Home,8.0,15.79,8.0,7.789999999999999,2023-11
T0210,C095,P002,2023-02-05,4,16.1,Thomas Cooper,M,42,East Beverly,Widget B,Electronics,12.0,64.4,48.0,16.400000000000006,2023-02
T0211,C085,P001,2023-11-17,1,11.58,Heather Anderson,M,64,Suzanneside,Widget A,Electronics,7.0,11.58,7.0,4.58,2023-11
T0212,C037,P005,2023-02-07,3,29.89,Crystal Cox,F,20,Carrilloland,Tool Z,Outdoors,15.0,89.67,45.0,44.67,2023-02
T0213,C085,P005,2023-12-01,4,19.53,Heather Anderson,M,64,Suzanneside,Tool Z,Outdoors,15.0,78.12,60.0,18.120000000000005,2023-12
T0214,C043,P001,2023-07-22,1,12.75,Robert Morales,M,35,East Cristinaview,Widget A,Electronics,7.0,12.75,7.0,5.75,2023-07
T0215,C097,P002,2023-02-28,4,22.72,Jillian Gould,M,26,Port Angela,Widget B,Electronics,12.0,90.88,48.0,42.879999999999995,2023-02
T0216,C087,P003,2023-10-16,4,9.43,Margaret Morales,F,43,West Michaela,Gadget X,Home,5.0,37.72,20.0,17.72,2023-10
T0217,C029,P002,2023-01-25,1,20.93,Danielle Parker,M,42,South Richardport,Widget B,Electronics,12.0,20.93,12.0,8.93,2023-01
T0218,C019,P001,2023-10-21,3,12.63,Jason Davis,F,41,New Jessicafort,Widget A,Electronics,7.0,37.89,21.0,16.89,2023-10
T0219,C006,P002,2023-02-04,1,18.03,Clinton Fuentes,M,38,Lake Josephberg,Widget B,Electronics,12.0,18.03,12.0,6.030000000000001,2023-02
T0220,C061,P005,2023-12-14,1,24.06,Brad Smith,M,57,Ericaton,Tool Z,Outdoors,15.0,24.06,15.0,9.059999999999999,2023-12
T0221,C099,P001,2023-12-20,4,10.58,Robert Carter,M,18,Westmouth,Widget A,Electronics,7.0,42.32,28.0,14.32,2023-12
T0222,C059,P004,2023-07-08,1,15.33,Shane Cruz,F,34,Jasonside,Gadget Y,Home,8.0,15.33,8.0,7.33,2023-07
T0223,C081,P005,2023-09-11,1,18.64,Mario Olson,F,38,Perezshire,Tool Z,Outdoors,15.0,18.64,15.0,3.6400000000000006,2023-09
T0224,C025,P004,2023-03-19,1,15.39,Theresa Smith,F,50,Sylviastad,Gadget Y,Home,8.0,15.39,8.0,7.390000000000001,2023-03
T0225,C064,P004,2023-06-07,4,11.87,April Guzman,F,23,Lake Melissa,Gadget Y,Home,8.0,47.48,32.0,15.479999999999997,2023-06
T0226,C032,P002,2023-10-05,4,23.52,Shelby Hayes,M,45,Suefort,Widget B,Electronics,12.0,94.08,48.0,46.08,2023-10
T0227,C084,P001,2023-07-12,4,11.1,Toni Nixon,M,35,South Deborahburgh,Widget A,Electronics,7.0,44.4,28.0,16.4,2023-07
T0228,C097,P001,2023-08-20,2,11.94,Jillian Gould,M,26,Port Angela,Widget A,Electronics,7.0,23.88,14.0,9.879999999999999,2023-08
T0229,C100,P004,2023-10-06,1,10.19,Elizabeth Young,F,61,East Rebeccamouth,Gadget Y,Home,8.0,10.19,8.0,2.1899999999999995,2023-10
T0230,C029,P002,2023-12-23,4,17.56,Danielle Parker,M,42,South Richardport,Widget B,Electronics,12.0,70.24,48.0,22.239999999999995,2023-12
T0231,C090,P005,2023-03-19,3,20.55,Mr. Johnathan Stone MD,M,58,Abbottmouth,Tool Z,Outdoors,15.0,61.650000000000006,45.0,16.650000000000006,2023-03
T0232,C060,P001,2023-10-20,1,12.83,Valerie Jones,M,53,New Alexander,Widget A,Electronics,7.0,12.83,7.0,5.83,2023-10
T0233,C072,P002,2023-04-12,1,15.49,Ms. Brenda Williams DDS,F,27,Meyersbury,Widget B,Electronics,12.0,15.49,12.0,3.49,2023-04
T0234,C016,P004,2023-12-01,1,12.76,Benjamin Brown,M,20,New Jason,Gadget Y,Home,8.0,12.76,8.0,4.76,2023-12
T0235,C018,P004,2023-07-04,3,15.97,Caitlyn Collins,M,19,Bowersbury,Gadget Y,Home,8.0,47.910000000000004,24.0,23.910000000000004,2023-07
T0236,C086,P005,2023-10-30,2,23.3,Isaac Doyle,F,41,Gardnermouth,Tool Z,Outdoors,15.0,46.6,30.0,16.6,2023-10
T0237,C072,P005,2023-10-09,3,24.55,Ms. Brenda Williams DDS,F,27,Meyersbury,Tool Z,Outdoors,15.0,73.65,45.0,28.650000000000006,2023-10
T0238,C041,P004,2023-04-03,3,10.35,Lynn Pruitt,F,26,Sullivanfort,Gadget Y,Home,8.0,31.049999999999997,24.0,7.049999999999997,2023-04
T0239,C079,P005,2023-09-12,4,26.26,Joseph Collins DVM,F,40,Frostville,Tool Z,Outdoors,15.0,105.04,60.0,45.040000000000006,2023-09
T0240,C055,P005,2023-08-21,2,25.42,Tina Dunn,M,25,Aarontown,Tool Z,Outdoors,15.0,50.84,30.0,20.840000000000003,2023-08
T0241,C058,P002,2023-03-08,1,22.45,John Newton,M,31,Lake Nathanielfurt,Widget B,Electronics,12.0,22.45,12.0,10.45,2023-03
T0242,C096,P004,2023-04-13,2,14.09,Jennifer Mccoy,M,24,New Kristinmouth,Gadget Y,Home,8.0,28.18,16.0,12.18,2023-04
T0243,C058,P003,2023-07-25,2,7.59,John Newton,M,31,Lake Nathanielfurt,Gadget X,Home,5.0,15.18,10.0,5.18,2023-07
T0244,C097,P002,2023-08-15,3,21.18,Jillian Gould,M,26,Port Angela,Widget B,Electronics,12.0,63.54,36.0,27.54,2023-08
T0245,C082,P003,2023-03-04,1,8.05,Christopher Hawkins,M,33,South Andrewport,Gadget X,Home,5.0,8.05,5.0,3.0500000000000007,2023-03
T0246,C099,P005,2023-04-07,2,29.84,Robert Carter,M,18,Westmouth,Tool Z,Outdoors,15.0,59.68,30.0,29.68,2023-04
T0247,C063,P002,2023-10-30,4,22.69,Wendy Walsh,M,19,Lake Lindsaystad,Widget B,Electronics,12.0,90.76,48.0,42.760000000000005,2023-10
T0248,C036,P004,2023-02-20,2,14.8,Kimberly Cross,M,61,South Reginald,Gadget Y,Home,8.0,29.6,16.0,13.600000000000001,2023-02
T0249,C010,P003,2023-01-09,3,9.63,Todd Hughes,M,28,Territown,Gadget X,Home,5.0,28.89,15.0,13.89,2023-01
T0250,C031,P003,2023-10-21,1,9.01,Lindsay Gilbert,F,59,Deniseberg,Gadget X,Home,5.0,9.01,5.0,4.01,2023-10
T0251,C043,P003,2023-04-27,2,8.83,Robert Morales,M,35,East Cristinaview,Gadget X,Home,5.0,17.66,10.0,7.66,2023-04
T0252,C070,P001,2023-08-31,3,12.75,John Marshall,M,61,East Jenna,Widget A,Electronics,7.0,38.25,21.0,17.25,2023-08
T0253,C018,P002,2023-03-06,2,21.17,Caitlyn Collins,M,19,Bowersbury,Widget B,Electronics,12.0,42.34,24.0,18.340000000000003,2023-03
T0254,C030,P004,2023-10-01,2,15.4,Whitney Carter,M,44,West Stephanie,Gadget Y,Home,8.0,30.8,16.0,14.8,2023-10
T0255,C089,P002,2023-04-19,3,18.57,Louis Thompson,F,62,Elizabethchester,Widget B,Electronics,12.0,55.71,36.0,19.71,2023-04
T0256,C091,P002,2023-01-30,1,14.51,Anita Walsh,M,46,New Robertville,Widget B,Electronics,12.0,14.51,12.0,2.51,2023-01
T0257,C009,P004,2023-03-21,4,13.26,Laurie Sparks,F,40,South Robert,Gadget Y,Home,8.0,53.04,32.0,21.04,2023-03
T0258,C053,P003,2023-11-19,4,6.48,Michele Smith,F,24,Port Shawn,Gadget X,Home,5.0,25.92,20.0,5.920000000000002,2023-11
T0259,C070,P004,2023-05-31,1,14.87,John Marshall,M,61,East Jenna,Gadget Y,Home,8.0,14.87,8.0,6.869999999999999,2023-05
T0260,C054,P001,2023-08-24,3,12.58,Michelle Padilla,F,61,Monicaland,Widget A,Electronics,7.0,37.74,21.0,16.740000000000002,2023-08
T0261,C027,P004,2023-12-20,1,11.12,Jennifer Black,M,39,Gibsonmouth,Gadget Y,Home,8.0,11.12,8.0,3.119999999999999,2023-12
T0262,C050,P005,2023-03-21,1,22.5,Carol Martin,M,37,Norrischester,Tool Z,Outdoors,15.0,22.5,15.0,7.5,2023-03
T0263,C090,P001,2023-12-25,1,8.86,Mr. Johnathan Stone MD,M,58,Abbottmouth,Widget A,Electronics,7.0,8.86,7.0,1.8599999999999994,2023-12
T0264,C098,P005,2023-06-24,1,20.68,Jonathan Snyder,F,41,Lake Amandaland,Tool Z,Outdoors,15.0,20.68,15.0,5.68,2023-06
T0265,C049,P004,2023-06-01,2,14.73,Heather Hood MD,M,19,Dominguezberg,Gadget Y,Home,8.0,29.46,16.0,13.46,2023-06
T0266,C001,P003,2023-01-18,1,9.88,Paula Hall,M,56,Alexiston,Gadget X,Home,5.0,9.88,5.0,4.880000000000001,2023-01
T0267,C039,P004,2023-12-24,1,11.67,Jesus Dawson,F,24,New Jasmine,Gadget Y,Home,8.0,11.67,8.0,3.67,2023-12
T0268,C054,P005,2023-09-18,4,24.33,Michelle Padilla,F,61,Monicaland,Tool Z,Outdoors,15.0,97.32,60.0,37.31999999999999,2023-09
T0269,C096,P005,2023-07-09,3,29.03,Jennifer Mccoy,M,24,New Kristinmouth,Tool Z,Outdoors,15.0,87.09,45.0,42.09,2023-07
T0270,C078,P002,2023-08-26,4,19.72,Deanna Green,M,31,New Christopher,Widget B,Electronics,12.0,78.88,48.0,30.879999999999995,2023-08
T0271,C063,P002,2023-02-10,4,15.12,Wendy Walsh,M,19,Lake Lindsaystad,Widget B,Electronics,12.0,60.48,48.0,12.479999999999997,2023-02
T0272,C035,P004,2023-03-17,3,13.63,Lynn Jensen,F,64,New Monica,Gadget Y,Home,8.0,40.89,24.0,16.89,2023-03
T0273,C063,P001,2023-07-14,2,10.05,Wendy Walsh,M,19,Lake Lindsaystad,Widget A,Electronics,7.0,20.1,14.0,6.100000000000001,2023-07
T0274,C050,P003,2023-01-16,1,8.51,Carol Martin,M,37,Norrischester,Gadget X,Home,5.0,8.51,5.0,3.51,2023-01
T0275,C086,P004,2023-04-06,2,12.06,Isaac Doyle,F,41,Gardnermouth,Gadget Y,Home,8.0,24.12,16.0,8.120000000000001,2023-04
T0276,C093,P002,2023-08-24,3,14.84,Patrick Wood,M,62,New Devin,Widget B,Electronics,12.0,44.519999999999996,36.0,8.519999999999996,2023-08
T0277,C060,P002,2023-02-27,4,23.6,Valerie Jones,M,53,New Alexander,Widget B,Electronics,12.0,94.4,48.0,46.400000000000006,2023-02
T0278,C080,P005,2023-04-23,4,28.68,Dylan Wright,F,57,Lake Ericfurt,Tool Z,Outdoors,15.0,114.72,60.0,54.72,2023-04
T0279,C004,P004,2023-09-24,4,10.28,Christine Burns,M,60,Port Kimberlyville,Gadget Y,Home,8.0,41.12,32.0,9.119999999999997,2023-09
T0280,C076,P005,2023-05-21,1,21.33,Kim Larson,M,32,Oliviamouth,Tool Z,Outdoors,15.0,21.33,15.0,6.329999999999998,2023-05
T0281,C085,P001,2023-05-01,4,12.02,Heather Anderson,M,64,Suzanneside,Widget A,Electronics,7.0,48.08,28.0,20.08,2023-05
T0282,C011,P004,2023-07-20,4,11.86,John Robinson,M,28,East Wayne,Gadget Y,Home,8.0,47.44,32.0,15.439999999999998,2023-07
T0283,C018,P004,2023-08-03,2,11.3,Caitlyn Collins,M,19,Bowersbury,Gadget Y,Home,8.0,22.6,16.0,6.600000000000001,2023-08
T0284,C024,P001,2023-08-04,1,13.86,James Peters,F,38,Matthewshaven,Widget A,Electronics,7.0,13.86,7.0,6.859999999999999,2023-08
T0285,C034,P004,2023-09-07,4,12.5,Matthew Taylor,F,32,Harrisonmouth,Gadget Y,Home,8.0,50.0,32.0,18.0,2023-09
T0286,C042,P002,2023-02-17,3,19.55,Christopher Hodges,F,56,North Heather,Widget B,Electronics,12.0,58.650000000000006,36.0,22.650000000000006,2023-02
T0287,C059,P003,2023-09-20,1,7.64,Shane Cruz,F,34,Jasonside,Gadget X,Home,5.0,7.64,5.0,2.6399999999999997,2023-09
T0288,C044,P004,2023-04-05,1,13.98,Robert Zuniga,M,21,Carrilloside,Gadget Y,Home,8.0,13.98,8.0,5.98,2023-04
T0289,C036,P004,2023-07-21,1,10.45,Kimberly Cross,M,61,South Reginald,Gadget Y,Home,8.0,10.45,8.0,2.4499999999999993,2023-07
T0290,C033,P001,2023-08-15,3,13.01,Jennifer Vincent,F,33,Port Gary,Widget A,Electronics,7.0,39.03,21.0,18.03,2023-08
T0291,C061,P001,2023-10-04,2,10.73,Brad Smith,M,57,Ericaton,Widget A,Electronics,7.0,21.46,14.0,7.460000000000001,2023-10
T0292,C096,P005,2023-03-02,1,25.36,Jennifer Mccoy,M,24,New Kristinmouth,Tool Z,Outdoors,15.0,25.36,15.0,10.36,2023-03
T0293,C007,P003,2023-11-01,2,6.33,Robin Walters,M,56,Lake Nicolemouth,Gadget X,Home,5.0,12.66,10.0,2.66,2023-11
T0294,C029,P001,2023-12-24,2,13.25,Danielle Parker,M,42,South Richardport,Widget A,Electronics,7.0,26.5,14.0,12.5,2023-12
T0295,C100,P001,2023-02-17,1,9.32,Elizabeth Young,F,61,East Rebeccamouth,Widget A,Electronics,7.0,9.32,7.0,2.3200000000000003,2023-02
T0296,C097,P001,2023-06-01,4,10.51,Jillian Gould,M,26,Port Angela,Widget A,Electronics,7.0,42.04,28.0,14.04,2023-06
T0297,C032,P002,2023-05-31,1,19.01,Shelby Hayes,M,45,Suefort,Widget B,Electronics,12.0,19.01,12.0,7.010000000000002,2023-05
T0298,C003,P005,2023-11-05,3,19.81,Erika Wiley,F,32,New John,Tool Z,Outdoors,15.0,59.42999999999999,45.0,14.429999999999993,2023-11
T0299,C020,P002,2023-02-25,1,21.6,Michael Frost,F,61,South Brittanystad,Widget B,Electronics,12.0,21.6,12.0,9.600000000000001,2023-02
T0300,C017,P004,2023-06-05,1,15.81,Todd Chavez,F,39,Austinburgh,Gadget Y,Home,8.0,15.81,8.0,7.8100000000000005,2023-06
T0301,C086,P001,2023-05-12,3,11.59,Isaac Doyle,F,41,Gardnermouth,Widget A,Electronics,7.0,34.769999999999996,21.0,13.769999999999996,2023-05
T0302,C073,P002,2023-06-16,1,18.9,Mary Clark,F,53,Holdentown,Widget B,Electronics,12.0,18.9,12.0,6.899999999999999,2023-06
T0303,C060,P003,2023-04-16,3,6.54,Valerie Jones,M,53,New Alexander,Gadget X,Home,5.0,19.62,15.0,4.620000000000001,2023-04
T0304,C099,P003,2023-08-01,1,6.23,Robert Carter,M,18,Westmouth,Gadget X,Home,5.0,6.23,5.0,1.2300000000000004,2023-08
T0305,C022,P005,2023-03-20,2,26.3,Brenda Fry,M,55,North Steve,Tool Z,Outdoors,15.0,52.6,30.0,22.6,2023-03
T0306,C078,P001,2023-11-06,1,14.0,Deanna Green,M,31,New Christopher,Widget A,Electronics,7.0,14.0,7.0,7.0,2023-11
T0307,C100,P002,2023-09-01,2,23.17,Elizabeth Young,F,61,East Rebeccamouth,Widget B,Electronics,12.0,46.34,24.0,22.340000000000003,2023-09
T0308,C040,P001,2023-11-24,3,12.71,Jerry Stephens,M,38,North Barry,Widget A,Electronics,7.0,38.13,21.0,17.130000000000003,2023-11
T0309,C075,P001,2023-07-14,1,12.64,Sean Mckenzie,M,48,Danielborough,Widget A,Electronics,7.0,12.64,7.0,5.640000000000001,2023-07
T0310,C040,P005,2023-04-18,3,20.97,Jerry Stephens,M,38,North Barry,Tool Z,Outdoors,15.0,62.91,45.0,17.909999999999997,2023-04
T0311,C087,P004,2023-12-28,2,10.91,Margaret Morales,F,43,West Michaela,Gadget Y,Home,8.0,21.82,16.0,5.82,2023-12
T0312,C051,P002,2023-04-24,1,23.56,Michelle Castro MD,F,45,Frostfort,Widget B,Electronics,12.0,23.56,12.0,11.559999999999999,2023-04
T0313,C010,P005,2023-02-26,1,20.49,Todd Hughes,M,28,Territown,Tool Z,Outdoors,15.0,20.49,15.0,5.489999999999998,2023-02
T0314,C089,P002,2023-01-09,1,20.85,Louis Thompson,F,62,Elizabethchester,Widget B,Electronics,12.0,20.85,12.0,8.850000000000001,2023-01
T0315,C014,P003,2023-06-29,4,6.19,Valerie Adkins,M,57,Kingville,Gadget X,Home,5.0,24.76,20.0,4.760000000000002,2023-06
T0316,C088,P005,2023-03-15,3,19.36,Frank Bennett,F,42,Lewisport,Tool Z,Outdoors,15.0,58.08,45.0,13.079999999999998,2023-03
T0317,C016,P005,2023-12-02,2,23.98,Benjamin Brown,M,20,New Jason,Tool Z,Outdoors,15.0,47.96,30.0,17.96,2023-12
T0318,C006,P003,2023-12-15,2,9.09,Clinton Fuentes,M,38,Lake Josephberg,Gadget X,Home,5.0,18.18,10.0,8.18,2023-12
T0319,C069,P004,2023-10-29,3,11.57,Matthew Ortiz,M,43,Port Cherylmouth,Gadget Y,Home,8.0,34.71,24.0,10.71,2023-10
T0320,C085,P003,2023-11-29,1,8.21,Heather Anderson,M,64,Suzanneside,Gadget X,Home,5.0,8.21,5.0,3.210000000000001,2023-11
T0321,C009,P005,2023-07-25,1,19.06,Laurie Sparks,F,40,South Robert,Tool Z,Outdoors,15.0,19.06,15.0,4.059999999999999,2023-07
T0322,C083,P003,2023-01-10,3,7.61,Ian Thompson,F,62,Reedberg,Gadget X,Home,5.0,22.830000000000002,15.0,7.830000000000002,2023-01
T0323,C002,P004,2023-07-01,4,12.67,Samantha Valenzuela,M,46,Cynthiafurt,Gadget Y,Home,8.0,50.68,32.0,18.68,2023-07
T0324,C063,P001,2023-06-17,3,12.63,Wendy Walsh,M,19,Lake Lindsaystad,Widget A,Electronics,7.0,37.89,21.0,16.89,2023-06
T0325,C056,P003,2023-08-23,1,8.56,Brandon Payne,F,64,Washingtonburgh,Gadget X,Home,5.0,8.56,5.0,3.5600000000000005,2023-08
T0326,C082,P004,2023-03-07,3,10.96,Christopher Hawkins,M,33,South Andrewport,Gadget Y,Home,8.0,32.88,24.0,8.880000000000003,2023-03
T0327,C091,P002,2023-02-04,2,20.33,Anita Walsh,M,46,New Robertville,Widget B,Electronics,12.0,40.66,24.0,16.659999999999997,2023-02
T0328,C056,P002,2023-03-21,2,17.77,Brandon Payne,F,64,Washingtonburgh,Widget B,Electronics,12.0,35.54,24.0,11.54,2023-03
T0329,C094,P005,2023-12-20,2,25.64,Derrick Howard,M,18,Lake Samuelberg,Tool Z,Outdoors,15.0,51.28,30.0,21.28,2023-12
T0330,C084,P003,2023-10-13,3,7.75,Toni Nixon,M,35,South Deborahburgh,Gadget X,Home,5.0,23.25,15.0,8.25,2023-10
T0331,C079,P005,2023-09-22,3,26.72,Joseph Collins DVM,F,40,Frostville,Tool Z,Outdoors,15.0,80.16,45.0,35.16,2023-09
T0332,C100,P004,2023-10-22,1,12.89,Elizabeth Young,F,61,East Rebeccamouth,Gadget Y,Home,8.0,12.89,8.0,4.890000000000001,2023-10
T0333,C060,P004,2023-03-17,4,15.43,Valerie Jones,M,53,New Alexander,Gadget Y,Home,8.0,61.72,32.0,29.72,2023-03
T0334,C094,P005,2023-04-27,2,25.47,Derrick Howard,M,18,Lake Samuelberg,Tool Z,Outdoors,15.0,50.94,30.0,20.939999999999998,2023-04
T0335,C035,P003,2023-04-04,3,8.79,Lynn Jensen,F,64,New Monica,Gadget X,Home,5.0,26.369999999999997,15.0,11.369999999999997,2023-04
T0336,C032,P001,2023-03-10,1,9.22,Shelby Hayes,M,45,Suefort,Widget A,Electronics,7.0,9.22,7.0,2.2200000000000006,2023-03
T0337,C036,P004,2023-05-19,4,14.99,Kimberly Cross,M,61,South Reginald,Gadget Y,Home,8.0,59.96,32.0,27.96,2023-05
T0338,C032,P004,2023-01-27,1,11.25,Shelby Hayes,M,45,Suefort,Gadget Y,Home,8.0,11.25,8.0,3.25,2023-01
T0339,C073,P005,2023-08-26,4,18.55,Mary Clark,F,53,Holdentown,Tool Z,Outdoors,15.0,74.2,60.0,14.200000000000003,2023-08
T0340,C086,P004,2023-09-26,2,12.75,Isaac Doyle,F,41,Gardnermouth,Gadget Y,Home,8.0,25.5,16.0,9.5,2023-09
T0341,C044,P001,2023-03-29,1,9.57,Robert Zuniga,M,21,Carrilloside,Widget A,Electronics,7.0,9.57,7.0,2.5700000000000003,2023-03
T0342,C064,P003,2023-12-05,3,6.96,April Guzman,F,23,Lake Melissa,Gadget X,Home,5.0,20.88,15.0,5.879999999999999,2023-12
T0343,C024,P004,2023-09-22,3,13.04,James Peters,F,38,Matthewshaven,Gadget Y,Home,8.0,39.12,24.0,15.119999999999997,2023-09
T0344,C028,P003,2023-06-27,3,6.51,Alicia Solis,F,61,Steventown,Gadget X,Home,5.0,19.53,15.0,4.530000000000001,2023-06
T0345,C034,P003,2023-07-06,3,7.6,Matthew Taylor,F,32,Harrisonmouth,Gadget X,Home,5.0,22.799999999999997,15.0,7.799999999999997,2023-07
T0346,C036,P005,2023-06-14,4,25.69,Kimberly Cross,M,61,South Reginald,Tool Z,Outdoors,15.0,102.76,60.0,42.760000000000005,2023-06
T0347,C090,P003,2023-08-23,4,8.79,Mr. Johnathan Stone MD,M,58,Abbottmouth,Gadget X,Home,5.0,35.16,20.0,15.159999999999997,2023-08
T0348,C072,P001,2023-12-09,1,13.42,Ms. Brenda Williams DDS,F,27,Meyersbury,Widget A,Electronics,7.0,13.42,7.0,6.42,2023-12
T0349,C067,P002,2023-07-06,3,19.35,Joe Rogers,M,46,Martinhaven,Widget B,Electronics,12.0,58.050000000000004,36.0,22.050000000000004,2023-07
T0350,C011,P002,2023-10-22,4,16.05,John Robinson,M,28,East Wayne,Widget B,Electronics,12.0,64.2,48.0,16.200000000000003,2023-10
T0351,C093,P004,2023-10-21,2,11.03,Patrick Wood,M,62,New Devin,Gadget Y,Home,8.0,22.06,16.0,6.059999999999999,2023-10
T0352,C063,P005,2023-06-05,1,20.03,Wendy Walsh,M,19,Lake Lindsaystad,Tool Z,Outdoors,15.0,20.03,15.0,5.030000000000001,2023-06
T0353,C098,P002,2023-02-22,4,17.74,Jonathan Snyder,F,41,Lake Amandaland,Widget B,Electronics,12.0,70.96,48.0,22.959999999999994,2023-02
T0354,C089,P004,2023-06-08,2,10.17,Louis Thompson,F,62,Elizabethchester,Gadget Y,Home,8.0,20.34,16.0,4.34,2023-06
T0355,C083,P004,2023-01-28,1,13.02,Ian Thompson,F,62,Reedberg,Gadget Y,Home,8.0,13.02,8.0,5.02,2023-01
T0356,C058,P001,2023-02-09,4,9.56,John Newton,M,31,Lake Nathanielfurt,Widget A,Electronics,7.0,38.24,28.0,10.240000000000002,2023-02
T0357,C012,P003,2023-10-06,2,6.51,John Bright,M,41,Cynthiaburgh,Gadget X,Home,5.0,13.02,10.0,3.0199999999999996,2023-10
T0358,C029,P004,2023-10-03,2,14.02,Danielle Parker,M,42,South Richardport,Gadget Y,Home,8.0,28.04,16.0,12.04,2023-10
T0359,C089,P002,2023-03-03,1,15.29,Louis Thompson,F,62,Elizabethchester,Widget B,Electronics,12.0,15.29,12.0,3.289999999999999,2023-03
T0360,C040,P005,2023-03-20,3,25.53,Jerry Stephens,M,38,North Barry,Tool Z,Outdoors,15.0,76.59,45.0,31.590000000000003,2023-03
T0361,C048,P004,2023-05-28,3,12.87,Sheila Johnson,M,43,Susanhaven,Gadget Y,Home,8.0,38.61,24.0,14.61,2023-05
T0362,C071,P005,2023-10-31,3,29.05,Ann Stewart,M,51,Cannonshire,Tool Z,Outdoors,15.0,87.15,45.0,42.150000000000006,2023-10
